respondent_id,x,y
0,0.026939543293597126,0.05210566834659483
1,0.294798556512737,0.29066119805429924
2,0.04495784799449577,0.27735886959708256
3,0.0708977503566941,0.8934833954553465
4,0.05152177183471822,0.08914309180405165
5,0.12291364917158079,0.874117752428542
6,0.06861219579294323,0.188926484164142
7,0.5895416355100631,0.2354220749063082
8,0.09476941377493622,0.3162808425065748
9,0.09917574073993765,0.3498625201199637
10,0.02902030067530943,0.3820633690206614
11,0.0754716189814177,0.27927682724778724
12,0.06012555936738926,0.8950981966438156
13,0.039597751144942024,0.3369121946002269
14,0.31977370109687175,0.4533671549033096
15,0.05041562852811333,0.20425103216904317
16,0.26452708012350407,0.807022081667749
17,0.040448386116855375,0.23753456020394803
18,0.6177443630619067,0.8628317823981063
19,0.12898696401505122,0.46683636372664516
20,0.26769785822508435,0.4800745793886375
21,0.42790489417456806,0.19246989970849238
22,0.3304544981657091,0.427726287286296
23,0.12296640991194824,0.14699837357999182
24,0.11793731757011193,0.20980251186387502
25,0.06790078610013565,0.22643439891569744
26,0.2898923393285183,0.9066073635482418
27,0.0705486021425401,0.09647651257814192
28,0.01097136138263194,0.05429568377950305
29,0.1413572956291553,0.5148048426283829
30,0.08291557584552958,0.5373739913575947
31,0.02345609729138062,0.059910170362324044
32,0.11601859711106577,0.3173922776479089
33,0.6725319907716573,0.616444531554587
34,0.14281086465457632,0.24999295066994248
35,0.4577357127932822,0.7268655481764603
36,0.07498034975934678,0.7644231297367001
37,0.06182309580998999,0.1486340868388392
38,0.16278987591528984,0.49125450941835386
39,0.3409788466950679,0.6762901271735499
40,0.2798856834817099,0.4609889229188023
41,0.3863349677832632,0.6313146116114711
42,0.029570135580892946,0.07036009980703199
43,0.31662702900431616,0.3015529608854352
44,0.03333891049391222,0.1012521220737392
45,0.03523826199254563,0.4340481326404669
46,0.21409851747825587,0.3197904300290615
47,0.18218857730394838,0.34703284042773147
48,0.38289443368175125,0.7281382203656703
49,0.41270167341122554,0.5783233036520254
50,0.19321219341987128,0.3943277830953507
51,0.1355059830916549,0.6207753088785206
52,0.16578404612503092,0.25446708502131504
53,0.1296436487017039,0.3950688292997438
54,0.13354284840735361,0.4275221658096497
55,0.11246711657497017,0.2401932629481213
56,0.16164879042941754,0.807738253873898
57,0.10471724248579027,0.47146941885139193
58,0.07498034975934678,0.7250253127438764
59,0.03988795762656899,0.4588506545763975
60,0.7462222323148098,0.9031042265460101
61,0.12458521728754882,0.4182716768263801
62,0.0188914126729388,0.11208248260770144
63,0.5687017444284583,0.7948271023129868
64,0.0684867062680183,0.1517406057351427
65,0.030594134995217584,0.10218791000439399
66,0.08533977940598801,0.2011436994756502
67,0.4020668793582827,0.7561317595959537
68,0.05365405280011754,0.8158967787821076
69,0.05349597732522527,0.3668323632782628
70,0.021808184666698083,0.19212586217795433
71,0.21729999367944441,0.903196466153436
72,0.09864781918020797,0.1624050765893119
73,0.23849769870410234,0.747684962788517
74,0.4460626452641277,0.7267795954335758
75,0.6696588572439869,0.8589323068185981
76,0.15723368662091783,0.7309402479634646
77,0.2795437049032769,0.9600826822743761
78,0.2334487316221744,0.3854731042324225
79,0.3423111091229876,0.6758666626384466
80,0.06182309580998999,0.2097099285949003
81,0.0974126946147496,0.3986939192509708
82,0.6104490851990071,0.8058969224341609
83,0.5339288289251355,0.786571573368368
84,0.570454345737209,0.7804172944447255
85,0.5679443626606997,0.8308818435468868
86,0.05451219116189438,0.20809778870220316
87,0.10421406296315756,0.40329689376770783
88,0.03872404073355155,0.5877202588613496
89,0.0665968078203383,0.23562502894541656
90,0.19557909136200907,0.3689693870308915
91,0.19543314039119092,0.9335274518546598
92,0.022202156518508726,0.1625885474396139
93,0.3409788466950679,0.5842585198833044
94,0.4832113595772064,0.7199176480258487
95,0.5527375627432163,0.733278007624567
96,0.7708254770097446,0.9080386578139175
97,0.29157400904379677,0.8148614520818988
98,0.17289908407372467,0.13639051448841702
99,0.07548890520818469,0.28079774193385476
100,0.3500543265669151,0.2932530776769002
101,0.8154756991480767,0.700413239156162
102,0.19999424897018006,0.5349981360992799
103,0.022049365782052653,0.4760625546394966
104,0.023938914757038948,0.11199152666976635
105,0.14791327843823918,0.42234861657064804
106,0.026244079406911643,0.08512815373844992
107,0.3409788466950679,0.5331321913884773
108,0.14217714450516158,0.09410689060300244
109,0.040345833122816435,0.5401531893560937
110,0.7664728661751444,0.8633600978015803
111,0.047999015623506835,0.2361287371602755
112,0.60644551177433,0.8971070032152211
113,0.070861196678817,0.5460254553258783
114,0.14109835711393268,0.41354529327636125
115,0.17566230993953322,0.39177703816807047
116,0.1104967724204461,0.4107125086931149
117,0.197495117732122,0.38648140196165653
118,0.12566847773900766,0.5148946726693902
119,0.1217968804172886,0.45919704419948626
120,0.039597751144942024,0.21360654500828752
121,0.08259415295945986,0.24540850450138776
